"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","2","femmine","Y94","94 anni","99","totale","2020","2020",9284,"p","dato provvisorio"
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y94","94 anni","99","totale","2020","2020",11922,"p","dato provvisorio"
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","1","maschi","Y94","94 anni","99","totale","2020","2020",319,"p","dato provvisorio"
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","2","femmine","Y94","94 anni","99","totale","2020","2020",1024,"p","dato provvisorio"
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y94","94 anni","99","totale","2020","2020",1343,"p","dato provvisorio"
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","1","maschi","Y94","94 anni","99","totale","2020","2020",167,"p","dato provvisorio"
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","2","femmine","Y94","94 anni","99","totale","2020","2020",445,"p","dato provvisorio"
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y94","94 anni","99","totale","2020","2020",612,"p","dato provvisorio"
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","1","maschi","Y94","94 anni","99","totale","2020","2020",152,"p","dato provvisorio"
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","2","femmine","Y94","94 anni","99","totale","2020","2020",579,"p","dato provvisorio"
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y94","94 anni","99","totale","2020","2020",731,"p","dato provvisorio"
"ITD3","Veneto","JAN","popolazione al 1º gennaio","1","maschi","Y94","94 anni","99","totale","2020","2020",1421,"p","dato provvisorio"
"ITD3","Veneto","JAN","popolazione al 1º gennaio","2","femmine","Y94","94 anni","99","totale","2020","2020",4852,"p","dato provvisorio"
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y94","94 anni","99","totale","2020","2020",6273,"p","dato provvisorio"
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","1","maschi","Y94","94 anni","99","totale","2020","2020",446,"p","dato provvisorio"
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","2","femmine","Y94","94 anni","99","totale","2020","2020",1531,"p","dato provvisorio"
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y94","94 anni","99","totale","2020","2020",1977,"p","dato provvisorio"
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","1","maschi","Y94","94 anni","99","totale","2020","2020",1712,"p","dato provvisorio"
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","2","femmine","Y94","94 anni","99","totale","2020","2020",5231,"p","dato provvisorio"
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y94","94 anni","99","totale","2020","2020",6943,"p","dato provvisorio"
"ITE1","Toscana","JAN","popolazione al 1º gennaio","1","maschi","Y94","94 anni","99","totale","2020","2020",1392,"p","dato provvisorio"
"ITE1","Toscana","JAN","popolazione al 1º gennaio","2","femmine","Y94","94 anni","99","totale","2020","2020",4298,"p","dato provvisorio"
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y94","94 anni","99","totale","2020","2020",5690,"p","dato provvisorio"
"ITE2","Umbria","JAN","popolazione al 1º gennaio","1","maschi","Y94","94 anni","99","totale","2020","2020",377,"p","dato provvisorio"
"ITE2","Umbria","JAN","popolazione al 1º gennaio","2","femmine","Y94","94 anni","99","totale","2020","2020",1140,"p","dato provvisorio"
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y94","94 anni","99","totale","2020","2020",1517,"p","dato provvisorio"
"ITE3","Marche","JAN","popolazione al 1º gennaio","1","maschi","Y94","94 anni","99","totale","2020","2020",672,"p","dato provvisorio"
"ITE3","Marche","JAN","popolazione al 1º gennaio","2","femmine","Y94","94 anni","99","totale","2020","2020",1884,"p","dato provvisorio"
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y94","94 anni","99","totale","2020","2020",2556,"p","dato provvisorio"
"ITE4","Lazio","JAN","popolazione al 1º gennaio","1","maschi","Y94","94 anni","99","totale","2020","2020",1617,"p","dato provvisorio"
"ITE4","Lazio","JAN","popolazione al 1º gennaio","2","femmine","Y94","94 anni","99","totale","2020","2020",4669,"p","dato provvisorio"
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","1","maschi","Y94","94 anni","99","totale","2020","2020",492,"p","dato provvisorio"
"ITF2","Molise","JAN","popolazione al 1º gennaio","2","femmine","Y94","94 anni","99","totale","2020","2020",344,"p","dato provvisorio"
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","2","femmine","Y94","94 anni","99","totale","2020","2020",1346,"p","dato provvisorio"
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y94","94 anni","99","totale","2020","2020",1828,"p","dato provvisorio"
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y94","94 anni","99","totale","2020","2020",6286,"p","dato provvisorio"
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","2","femmine","Y94","94 anni","99","totale","2020","2020",1303,"p","dato provvisorio"
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y94","94 anni","99","totale","2020","2020",1795,"p","dato provvisorio"
"ITF2","Molise","JAN","popolazione al 1º gennaio","1","maschi","Y94","94 anni","99","totale","2020","2020",114,"p","dato provvisorio"
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y94","94 anni","99","totale","2020","2020",458,"p","dato provvisorio"
"ITF3","Campania","JAN","popolazione al 1º gennaio","1","maschi","Y94","94 anni","99","totale","2020","2020",1102,"p","dato provvisorio"
"ITF3","Campania","JAN","popolazione al 1º gennaio","2","femmine","Y94","94 anni","99","totale","2020","2020",3310,"p","dato provvisorio"
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y94","94 anni","99","totale","2020","2020",4412,"p","dato provvisorio"
"ITF4","Puglia","JAN","popolazione al 1º gennaio","1","maschi","Y94","94 anni","99","totale","2020","2020",1179,"p","dato provvisorio"
"ITF4","Puglia","JAN","popolazione al 1º gennaio","2","femmine","Y94","94 anni","99","totale","2020","2020",2962,"p","dato provvisorio"
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y94","94 anni","99","totale","2020","2020",4141,"p","dato provvisorio"
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","1","maschi","Y94","94 anni","99","totale","2020","2020",193,"p","dato provvisorio"
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","2","femmine","Y94","94 anni","99","totale","2020","2020",507,"p","dato provvisorio"
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y94","94 anni","99","totale","2020","2020",700,"p","dato provvisorio"
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","1","maschi","Y95","95 anni","99","totale","2020","2020",967,"p","dato provvisorio"
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","2","femmine","Y95","95 anni","99","totale","2020","2020",3334,"p","dato provvisorio"
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y95","95 anni","99","totale","2020","2020",4301,"p","dato provvisorio"
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","1","maschi","Y95","95 anni","99","totale","2020","2020",20,"p","dato provvisorio"
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","2","femmine","Y95","95 anni","99","totale","2020","2020",82,"p","dato provvisorio"
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y95","95 anni","99","totale","2020","2020",102,"p","dato provvisorio"
"ITC3","Liguria","JAN","popolazione al 1º gennaio","1","maschi","Y95","95 anni","99","totale","2020","2020",474,"p","dato provvisorio"
"ITC3","Liguria","JAN","popolazione al 1º gennaio","2","femmine","Y95","95 anni","99","totale","2020","2020",1638,"p","dato provvisorio"
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y95","95 anni","99","totale","2020","2020",2112,"p","dato provvisorio"
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","1","maschi","Y95","95 anni","99","totale","2020","2020",1790,"p","dato provvisorio"
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","2","femmine","Y95","95 anni","99","totale","2020","2020",7172,"p","dato provvisorio"
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y95","95 anni","99","totale","2020","2020",8962,"p","dato provvisorio"
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","1","maschi","Y95","95 anni","99","totale","2020","2020",226,"p","dato provvisorio"
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","2","femmine","Y95","95 anni","99","totale","2020","2020",799,"p","dato provvisorio"
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y95","95 anni","99","totale","2020","2020",1025,"p","dato provvisorio"
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","1","maschi","Y95","95 anni","99","totale","2020","2020",94,"p","dato provvisorio"
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","2","femmine","Y95","95 anni","99","totale","2020","2020",354,"p","dato provvisorio"
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y95","95 anni","99","totale","2020","2020",448,"p","dato provvisorio"
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","1","maschi","Y95","95 anni","99","totale","2020","2020",132,"p","dato provvisorio"
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","2","femmine","Y95","95 anni","99","totale","2020","2020",445,"p","dato provvisorio"
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y95","95 anni","99","totale","2020","2020",577,"p","dato provvisorio"
"ITD3","Veneto","JAN","popolazione al 1º gennaio","1","maschi","Y95","95 anni","99","totale","2020","2020",985,"p","dato provvisorio"
"ITD3","Veneto","JAN","popolazione al 1º gennaio","2","femmine","Y95","95 anni","99","totale","2020","2020",3643,"p","dato provvisorio"
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y95","95 anni","99","totale","2020","2020",4628,"p","dato provvisorio"
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","1","maschi","Y95","95 anni","99","totale","2020","2020",346,"p","dato provvisorio"
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","2","femmine","Y95","95 anni","99","totale","2020","2020",1220,"p","dato provvisorio"
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y95","95 anni","99","totale","2020","2020",1566,"p","dato provvisorio"
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","1","maschi","Y95","95 anni","99","totale","2020","2020",1310,"p","dato provvisorio"
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","2","femmine","Y95","95 anni","99","totale","2020","2020",3982,"p","dato provvisorio"
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y95","95 anni","99","totale","2020","2020",5292,"p","dato provvisorio"
"ITE1","Toscana","JAN","popolazione al 1º gennaio","1","maschi","Y95","95 anni","99","totale","2020","2020",1066,"p","dato provvisorio"
"ITE1","Toscana","JAN","popolazione al 1º gennaio","2","femmine","Y95","95 anni","99","totale","2020","2020",3362,"p","dato provvisorio"
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y95","95 anni","99","totale","2020","2020",4428,"p","dato provvisorio"
"ITE2","Umbria","JAN","popolazione al 1º gennaio","1","maschi","Y95","95 anni","99","totale","2020","2020",303,"p","dato provvisorio"
"ITE2","Umbria","JAN","popolazione al 1º gennaio","2","femmine","Y95","95 anni","99","totale","2020","2020",852,"p","dato provvisorio"
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y95","95 anni","99","totale","2020","2020",1155,"p","dato provvisorio"
"ITE3","Marche","JAN","popolazione al 1º gennaio","1","maschi","Y95","95 anni","99","totale","2020","2020",418,"p","dato provvisorio"
"ITE3","Marche","JAN","popolazione al 1º gennaio","2","femmine","Y95","95 anni","99","totale","2020","2020",1369,"p","dato provvisorio"
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y95","95 anni","99","totale","2020","2020",1787,"p","dato provvisorio"
"ITE4","Lazio","JAN","popolazione al 1º gennaio","1","maschi","Y95","95 anni","99","totale","2020","2020",1225,"p","dato provvisorio"
"ITE4","Lazio","JAN","popolazione al 1º gennaio","2","femmine","Y95","95 anni","99","totale","2020","2020",3678,"p","dato provvisorio"
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y95","95 anni","99","totale","2020","2020",4903,"p","dato provvisorio"
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","1","maschi","Y95","95 anni","99","totale","2020","2020",354,"p","dato provvisorio"
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","2","femmine","Y95","95 anni","99","totale","2020","2020",1046,"p","dato provvisorio"
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y95","95 anni","99","totale","2020","2020",1400,"p","dato provvisorio"
"ITF2","Molise","JAN","popolazione al 1º gennaio","1","maschi","Y95","95 anni","99","totale","2020","2020",99,"p","dato provvisorio"
"ITF2","Molise","JAN","popolazione al 1º gennaio","2","femmine","Y95","95 anni","99","totale","2020","2020",294,"p","dato provvisorio"
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y95","95 anni","99","totale","2020","2020",393,"p","dato provvisorio"
"ITF3","Campania","JAN","popolazione al 1º gennaio","1","maschi","Y95","95 anni","99","totale","2020","2020",790,"p","dato provvisorio"
"ITF3","Campania","JAN","popolazione al 1º gennaio","2","femmine","Y95","95 anni","99","totale","2020","2020",2429,"p","dato provvisorio"
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y95","95 anni","99","totale","2020","2020",3219,"p","dato provvisorio"
"ITF4","Puglia","JAN","popolazione al 1º gennaio","1","maschi","Y95","95 anni","99","totale","2020","2020",840,"p","dato provvisorio"
"ITF4","Puglia","JAN","popolazione al 1º gennaio","2","femmine","Y95","95 anni","99","totale","2020","2020",2161,"p","dato provvisorio"
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y95","95 anni","99","totale","2020","2020",3001,"p","dato provvisorio"
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","1","maschi","Y95","95 anni","99","totale","2020","2020",148,"p","dato provvisorio"
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","2","femmine","Y95","95 anni","99","totale","2020","2020",335,"p","dato provvisorio"
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y95","95 anni","99","totale","2020","2020",483,"p","dato provvisorio"
"ITF6","Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y95","95 anni","99","totale","2020","2020",465,"p","dato provvisorio"
"ITF6","Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y95","95 anni","99","totale","2020","2020",1223,"p","dato provvisorio"
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y95","95 anni","99","totale","2020","2020",1688,"p","dato provvisorio"
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","1","maschi","Y95","95 anni","99","totale","2020","2020",998,"p","dato provvisorio"
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","2","femmine","Y95","95 anni","99","totale","2020","2020",2857,"p","dato provvisorio"
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y95","95 anni","99","totale","2020","2020",3855,"p","dato provvisorio"
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","1","maschi","Y95","95 anni","99","totale","2020","2020",374,"p","dato provvisorio"
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","2","femmine","Y95","95 anni","99","totale","2020","2020",1132,"p","dato provvisorio"
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y95","95 anni","99","totale","2020","2020",1506,"p","dato provvisorio"
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","2","femmine","Y96","96 anni","99","totale","2020","2020",2556,"p","dato provvisorio"
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y96","96 anni","99","totale","2020","2020",3261,"p","dato provvisorio"
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y96","96 anni","99","totale","2020","2020",89,"p","dato provvisorio"
"ITC3","Liguria","JAN","popolazione al 1º gennaio","2","femmine","Y96","96 anni","99","totale","2020","2020",1248,"p","dato provvisorio"
"ITF4","Puglia","JAN","popolazione al 1º gennaio","1","maschi","Y96","96 anni","99","totale","2020","2020",618,"p","dato provvisorio"
